,expiry,date,open,high,low,close,volume,barcount
0,20201210,2020-11-24 16:31:00,26260.0,26260.0,26250.0,26250.0,122,39
1,20201210,2020-11-24 16:32:00,26250.0,26260.0,26250.0,26250.0,71,39
2,20201210,2020-11-24 16:33:00,26250.0,26260.0,26250.0,26260.0,23,16
3,20201210,2020-11-24 16:34:00,26250.0,26250.0,26240.0,26240.0,16,9
4,20201210,2020-11-24 16:35:00,26240.0,26240.0,26240.0,26240.0,1,1
5,20201210,2020-11-24 16:36:00,26240.0,26240.0,26240.0,26240.0,0,0
6,20201210,2020-11-24 16:37:00,26240.0,26250.0,26240.0,26250.0,97,53
7,20201210,2020-11-24 16:38:00,26250.0,26250.0,26250.0,26250.0,0,0
8,20201210,2020-11-24 16:39:00,26250.0,26250.0,26240.0,26240.0,50,25
9,20201210,2020-11-24 16:40:00,26240.0,26250.0,26240.0,26250.0,36,18
10,20201210,2020-11-24 16:41:00,26250.0,26250.0,26250.0,26250.0,1,1
11,20201210,2020-11-24 16:42:00,26240.0,26250.0,26240.0,26250.0,47,27
12,20201210,2020-11-24 16:43:00,26250.0,26250.0,26250.0,26250.0,46,34
13,20201210,2020-11-24 16:44:00,26250.0,26250.0,26250.0,26250.0,7,5
14,20201210,2020-11-24 16:45:00,26240.0,26240.0,26240.0,26240.0,23,17
15,20201210,2020-11-24 16:46:00,26240.0,26240.0,26230.0,26230.0,58,32
16,20201210,2020-11-24 16:47:00,26230.0,26230.0,26230.0,26230.0,95,49
17,20201210,2020-11-24 16:48:00,26230.0,26230.0,26230.0,26230.0,22,16
18,20201210,2020-11-24 16:49:00,26230.0,26230.0,26220.0,26220.0,9,7
19,20201210,2020-11-24 16:50:00,26230.0,26230.0,26230.0,26230.0,3,1
20,20201210,2020-11-24 16:51:00,26240.0,26240.0,26240.0,26240.0,13,8
21,20201210,2020-11-24 16:52:00,26250.0,26250.0,26250.0,26250.0,12,9
22,20201210,2020-11-24 16:53:00,26240.0,26240.0,26240.0,26240.0,49,25
23,20201210,2020-11-24 16:54:00,26240.0,26240.0,26240.0,26240.0,0,0
24,20201210,2020-11-24 16:55:00,26240.0,26240.0,26240.0,26240.0,7,5
25,20201210,2020-11-24 16:56:00,26240.0,26240.0,26240.0,26240.0,0,0
26,20201210,2020-11-24 16:57:00,26230.0,26230.0,26230.0,26230.0,12,8
27,20201210,2020-11-24 16:58:00,26230.0,26240.0,26230.0,26240.0,10,4
28,20201210,2020-11-24 16:59:00,26240.0,26240.0,26240.0,26240.0,41,22
29,20201210,2020-11-24 17:00:00,26250.0,26250.0,26250.0,26250.0,167,73
30,20201210,2020-11-24 17:01:00,26260.0,26280.0,26260.0,26280.0,242,89
31,20201210,2020-11-24 17:02:00,26290.0,26310.0,26280.0,26280.0,356,175
32,20201210,2020-11-24 17:03:00,26290.0,26290.0,26280.0,26290.0,80,50
33,20201210,2020-11-24 17:04:00,26280.0,26280.0,26280.0,26280.0,34,21
