expiry,date,price,volume
20210610,2021-02-17 16:30:53,30160.0,1
20210610,2021-02-17 16:31:07,30158.0,1
20210610,2021-02-17 16:32:04,30170.0,3
20210610,2021-02-17 16:32:04,30170.0,2
20210610,2021-02-17 16:32:04,30170.0,5
20210610,2021-02-17 16:44:52,30160.0,1
20210610,2021-02-17 16:46:11,30160.0,1
20210610,2021-02-17 16:47:41,30170.0,1
20210610,2021-02-17 16:47:56,30170.0,1
20210610,2021-02-17 16:58:42,30170.0,1
20210610,2021-02-17 17:03:14,30140.0,1
20210610,2021-02-17 17:06:02,30130.0,1
20210610,2021-02-17 17:06:40,30100.0,1
20210610,2021-02-17 17:42:41,30190.0,1
20210610,2021-02-17 17:43:40,30190.0,1
20210610,2021-02-17 17:43:40,30190.0,1
20210610,2021-02-17 17:49:14,30180.0,2
20210610,2021-02-17 17:54:40,30190.0,1
20210610,2021-02-17 17:54:47,30200.0,1
20210610,2021-02-17 17:54:47,30200.0,3
20210610,2021-02-17 17:54:47,30200.0,1
20210610,2021-02-17 17:54:47,30200.0,2
20210610,2021-02-17 17:54:56,30220.0,1
20210610,2021-02-17 17:54:56,30220.0,1
20210610,2021-02-17 18:20:45,30160.0,1
20210610,2021-02-17 18:37:08,30150.0,1
20210610,2021-02-17 18:37:20,30140.0,1
20210610,2021-02-17 18:42:51,30150.0,1
20210610,2021-02-17 19:00:42,30150.0,1
20210610,2021-02-17 19:04:08,30150.0,1
20210610,2021-02-17 19:04:57,30150.0,1
20210610,2021-02-17 19:18:38,30170.0,1
20210610,2021-02-17 19:54:05,30180.0,1
20210610,2021-02-17 20:11:18,30150.0,1
20210610,2021-02-17 20:54:03,30170.0,1
20210610,2021-02-17 20:57:48,30180.0,1
20210610,2021-02-17 21:04:29,30190.0,1
20210610,2021-02-17 21:04:29,30190.0,1
20210610,2021-02-17 21:04:29,30190.0,1
20210610,2021-02-17 21:21:56,30180.0,1
20210610,2021-02-17 21:56:02,30190.0,1
20210610,2021-02-17 22:16:16,30190.0,1
20210610,2021-02-17 22:18:51,30180.0,1
20210610,2021-02-17 22:30:00,30180.0,2
20210610,2021-02-17 22:45:25,30190.0,1
20210610,2021-02-17 22:48:38,30160.0,1
20210610,2021-02-17 23:13:51,30100.0,1
20210610,2021-02-17 23:13:51,30100.0,2
20210610,2021-02-17 23:13:51,30100.0,1
20210610,2021-02-17 23:18:58,30100.0,1
20210610,2021-02-17 23:24:13,30100.0,1
20210610,2021-02-17 23:29:40,30090.0,1
20210610,2021-02-17 23:30:30,30090.0,1
20210610,2021-02-17 23:30:58,30090.0,1
20210610,2021-02-17 23:31:28,30090.0,1
20210610,2021-02-17 23:32:03,30070.0,1
20210610,2021-02-17 23:36:54,30070.0,1
